Province,Country/Region,Latitude,Longitude,Date,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,33.94,67.71,2020-01-22,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-23,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-24,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-25,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-26,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-27,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-28,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-29,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-30,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-01-31,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-01,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-02,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-03,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-04,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-05,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-06,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-07,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-08,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-09,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-10,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-11,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-12,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-13,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-14,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-15,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-16,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-17,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-18,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-19,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-20,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-21,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-22,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-23,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-24,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-25,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-26,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-27,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-28,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-02-29,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-01,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-02,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-03,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-04,2,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-05,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-06,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-07,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-08,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-09,2,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-10,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-11,3,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-12,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-13,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-14,2,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-15,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-16,2,0,1
Afghanistan,Afghanistan,33.94,67.71,2020-03-17,2,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-18,4,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-19,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-20,4,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-21,1,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-22,4,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-23,7,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-24,2,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-25,33,1,1
Afghanistan,Afghanistan,33.94,67.71,2020-03-26,4,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-27,11,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-28,16,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-29,11,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-30,28,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-03-31,29,0,3
Afghanistan,Afghanistan,33.94,67.71,2020-04-01,22,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-02,43,0,5
Afghanistan,Afghanistan,33.94,67.71,2020-04-03,35,4,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-04,25,2,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-05,38,2,5
Afghanistan,Afghanistan,33.94,67.71,2020-04-06,30,3,3
Afghanistan,Afghanistan,33.94,67.71,2020-04-07,56,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-08,21,0,11
Afghanistan,Afghanistan,33.94,67.71,2020-04-09,40,1,3
Afghanistan,Afghanistan,33.94,67.71,2020-04-10,47,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-11,24,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-12,52,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-13,58,3,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-14,49,1,8
Afghanistan,Afghanistan,33.94,67.71,2020-04-15,70,6,3
Afghanistan,Afghanistan,33.94,67.71,2020-04-16,56,1,11
Afghanistan,Afghanistan,33.94,67.71,2020-04-17,66,0,45
Afghanistan,Afghanistan,33.94,67.71,2020-04-18,27,0,13
Afghanistan,Afghanistan,33.94,67.71,2020-04-19,63,3,19
Afghanistan,Afghanistan,33.94,67.71,2020-04-20,30,3,4
Afghanistan,Afghanistan,33.94,67.71,2020-04-21,66,0,15
Afghanistan,Afghanistan,33.94,67.71,2020-04-22,84,4,16
Afghanistan,Afghanistan,33.94,67.71,2020-04-23,59,0,13
Afghanistan,Afghanistan,33.94,67.71,2020-04-24,95,3,9
Afghanistan,Afghanistan,33.94,67.71,2020-04-25,133,4,0
Afghanistan,Afghanistan,33.94,67.71,2020-04-26,68,5,19
Afghanistan,Afghanistan,33.94,67.71,2020-04-27,172,6,13
Afghanistan,Afghanistan,33.94,67.71,2020-04-28,126,1,8
Afghanistan,Afghanistan,33.94,67.71,2020-04-29,110,2,24
Afghanistan,Afghanistan,33.94,67.71,2020-04-30,187,3,8
Afghanistan,Afghanistan,33.94,67.71,2020-05-01,164,4,50
Afghanistan,Afghanistan,33.94,67.71,2020-05-02,179,4,21
Afghanistan,Afghanistan,33.94,67.71,2020-05-03,235,13,14
Afghanistan,Afghanistan,33.94,67.71,2020-05-04,190,5,52
Afghanistan,Afghanistan,33.94,67.71,2020-05-05,330,5,24
Afghanistan,Afghanistan,33.94,67.71,2020-05-06,168,9,37
Afghanistan,Afghanistan,33.94,67.71,2020-05-07,171,2,10
Afghanistan,Afghanistan,33.94,67.71,2020-05-08,217,3,4
Afghanistan,Afghanistan,33.94,67.71,2020-05-09,261,6,30
Afghanistan,Afghanistan,33.94,67.71,2020-05-10,361,5,56
Afghanistan,Afghanistan,33.94,67.71,2020-05-11,284,2,0
Afghanistan,Afghanistan,33.94,67.71,2020-05-12,281,5,52
Afghanistan,Afghanistan,33.94,67.71,2020-05-13,259,5,38
Afghanistan,Afghanistan,33.94,67.71,2020-05-14,413,4,43
Afghanistan,Afghanistan,33.94,67.71,2020-05-15,414,17,54
Afghanistan,Afghanistan,33.94,67.71,2020-05-16,349,15,0
Afghanistan,Afghanistan,33.94,67.71,2020-05-17,262,2,33
Afghanistan,Afghanistan,33.94,67.71,2020-05-18,408,3,23
Afghanistan,Afghanistan,33.94,67.71,2020-05-19,581,5,49
Afghanistan,Afghanistan,33.94,67.71,2020-05-20,492,10,80
Afghanistan,Afghanistan,33.94,67.71,2020-05-21,531,6,8
Afghanistan,Afghanistan,33.94,67.71,2020-05-22,542,12,58
Afghanistan,Afghanistan,33.94,67.71,2020-05-23,782,11,44
Afghanistan,Afghanistan,33.94,67.71,2020-05-24,584,2,35
Afghanistan,Afghanistan,33.94,67.71,2020-05-25,591,1,22
Afghanistan,Afghanistan,33.94,67.71,2020-05-26,658,1,31
Afghanistan,Afghanistan,33.94,67.71,2020-05-27,625,7,10
Afghanistan,Afghanistan,33.94,67.71,2020-05-28,580,8,71
Afghanistan,Afghanistan,33.94,67.71,2020-05-29,623,11,50
Afghanistan,Afghanistan,33.94,67.71,2020-05-30,866,3,44
Afghanistan,Afghanistan,33.94,67.71,2020-05-31,680,8,25
Afghanistan,Afghanistan,33.94,67.71,2020-06-01,545,8,100
Afghanistan,Afghanistan,33.94,67.71,2020-06-02,759,8,22
Afghanistan,Afghanistan,33.94,67.71,2020-06-03,758,24,72
Afghanistan,Afghanistan,33.94,67.71,2020-06-04,787,6,63
Afghanistan,Afghanistan,33.94,67.71,2020-06-05,915,9,177
Afghanistan,Afghanistan,33.94,67.71,2020-06-06,582,18,68
Afghanistan,Afghanistan,33.94,67.71,2020-06-07,791,30,45
Afghanistan,Afghanistan,33.94,67.71,2020-06-08,575,12,296
Afghanistan,Afghanistan,33.94,67.71,2020-06-09,542,15,480
Afghanistan,Afghanistan,33.94,67.71,2020-06-10,684,21,362
Afghanistan,Afghanistan,33.94,67.71,2020-06-11,748,21,313
Afghanistan,Afghanistan,33.94,67.71,2020-06-12,656,20,602
Afghanistan,Afghanistan,33.94,67.71,2020-06-13,556,5,273
Afghanistan,Afghanistan,33.94,67.71,2020-06-14,664,20,524
Afghanistan,Afghanistan,33.94,67.71,2020-06-15,761,7,439
Afghanistan,Afghanistan,33.94,67.71,2020-06-16,783,13,344
Afghanistan,Afghanistan,33.94,67.71,2020-06-17,564,13,650
Afghanistan,Afghanistan,33.94,67.71,2020-06-18,658,42,1502
Afghanistan,Afghanistan,33.94,67.71,2020-06-19,346,2,302
Afghanistan,Afghanistan,33.94,67.71,2020-06-20,546,21,330
Afghanistan,Afghanistan,33.94,67.71,2020-06-21,409,12,472
Afghanistan,Afghanistan,33.94,67.71,2020-06-22,310,12,77
Afghanistan,Afghanistan,33.94,67.71,2020-06-23,324,20,419
Afghanistan,Afghanistan,33.94,67.71,2020-06-24,234,21,609
Afghanistan,Afghanistan,33.94,67.71,2020-06-25,460,36,305
Afghanistan,Afghanistan,33.94,67.71,2020-06-26,276,8,132
Afghanistan,Afghanistan,33.94,67.71,2020-06-27,165,34,368
Afghanistan,Afghanistan,33.94,67.71,2020-06-28,351,12,1930
Afghanistan,Afghanistan,33.94,67.71,2020-06-29,271,12,1330
Afghanistan,Afghanistan,33.94,67.71,2020-06-30,279,12,197
Afghanistan,Afghanistan,33.94,67.71,2020-07-01,319,28,1520
Afghanistan,Afghanistan,33.94,67.71,2020-07-02,186,29,390
Afghanistan,Afghanistan,33.94,67.71,2020-07-03,302,12,1290
Afghanistan,Afghanistan,33.94,67.71,2020-07-04,348,7,1833
Afghanistan,Afghanistan,33.94,67.71,2020-07-05,279,38,202
Afghanistan,Afghanistan,33.94,67.71,2020-07-06,239,34,737
Afghanistan,Afghanistan,33.94,67.71,2020-07-07,194,22,76
Afghanistan,Afghanistan,33.94,67.71,2020-07-08,210,17,521
Afghanistan,Afghanistan,33.94,67.71,2020-07-09,314,20,147
Afghanistan,Afghanistan,33.94,67.71,2020-07-10,286,14,35
Afghanistan,Afghanistan,33.94,67.71,2020-07-11,172,23,253
Afghanistan,Afghanistan,33.94,67.71,2020-07-12,85,16,81
Afghanistan,Afghanistan,33.94,67.71,2020-07-13,154,28,38
Afghanistan,Afghanistan,33.94,67.71,2020-07-14,135,24,200
Afghanistan,Afghanistan,33.94,67.71,2020-07-15,254,32,1002
Afghanistan,Afghanistan,33.94,67.71,2020-07-16,76,21,368
Afghanistan,Afghanistan,33.94,67.71,2020-07-17,159,32,327
Afghanistan,Afghanistan,33.94,67.71,2020-07-18,60,17,122
Afghanistan,Afghanistan,33.94,67.71,2020-07-19,174,17,361
Afghanistan,Afghanistan,33.94,67.71,2020-07-20,40,2,107
Afghanistan,Afghanistan,33.94,67.71,2020-07-21,112,3,0
Afghanistan,Afghanistan,33.94,67.71,2020-07-22,112,4,183
Afghanistan,Afghanistan,33.94,67.71,2020-07-23,201,21,626
Afghanistan,Afghanistan,33.94,67.71,2020-07-24,60,14,52
Afghanistan,Afghanistan,33.94,67.71,2020-07-25,48,22,191
Afghanistan,Afghanistan,33.94,67.71,2020-07-26,121,12,387
Afghanistan,Afghanistan,33.94,67.71,2020-07-27,106,10,18
Afghanistan,Afghanistan,33.94,67.71,2020-07-28,105,1,160
Afghanistan,Afghanistan,33.94,67.71,2020-07-29,105,1,31
Afghanistan,Afghanistan,33.94,67.71,2020-07-30,69,10,82
Afghanistan,Afghanistan,33.94,67.71,2020-07-31,133,1,38
Afghanistan,Afghanistan,33.94,67.71,2020-08-01,35,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-02,1,1,1
Afghanistan,Afghanistan,33.94,67.71,2020-08-03,36,4,159
Afghanistan,Afghanistan,33.94,67.71,2020-08-04,36,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-05,47,6,73
Afghanistan,Afghanistan,33.94,67.71,2020-08-06,108,5,98
Afghanistan,Afghanistan,33.94,67.71,2020-08-07,78,9,63
Afghanistan,Afghanistan,33.94,67.71,2020-08-08,40,5,57
Afghanistan,Afghanistan,33.94,67.71,2020-08-09,37,6,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-10,70,8,268
Afghanistan,Afghanistan,33.94,67.71,2020-08-11,107,17,187
Afghanistan,Afghanistan,33.94,67.71,2020-08-12,76,10,279
Afghanistan,Afghanistan,33.94,67.71,2020-08-13,86,9,20
Afghanistan,Afghanistan,33.94,67.71,2020-08-14,75,5,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-15,45,1,452
Afghanistan,Afghanistan,33.94,67.71,2020-08-16,48,5,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-17,77,2,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-18,43,4,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-19,40,2,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-20,102,2,515
Afghanistan,Afghanistan,33.94,67.71,2020-08-21,33,0,335
Afghanistan,Afghanistan,33.94,67.71,2020-08-22,59,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-08-23,46,2,164
Afghanistan,Afghanistan,33.94,67.71,2020-08-24,55,2,180
Afghanistan,Afghanistan,33.94,67.71,2020-08-25,16,8,80
Afghanistan,Afghanistan,33.94,67.71,2020-08-26,42,4,602
Afghanistan,Afghanistan,33.94,67.71,2020-08-27,16,0,4
Afghanistan,Afghanistan,33.94,67.71,2020-08-28,11,1,13
Afghanistan,Afghanistan,33.94,67.71,2020-08-29,3,0,4
Afghanistan,Afghanistan,33.94,67.71,2020-08-30,22,0,26
Afghanistan,Afghanistan,33.94,67.71,2020-08-31,4,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-01,34,4,142
Afghanistan,Afghanistan,33.94,67.71,2020-09-02,50,3,84
Afghanistan,Afghanistan,33.94,67.71,2020-09-03,45,0,75
Afghanistan,Afghanistan,33.94,67.71,2020-09-04,16,0,323
Afghanistan,Afghanistan,33.94,67.71,2020-09-05,20,0,369
Afghanistan,Afghanistan,33.94,67.71,2020-09-06,74,3,455
Afghanistan,Afghanistan,33.94,67.71,2020-09-07,96,3,20
Afghanistan,Afghanistan,33.94,67.71,2020-09-08,26,3,158
Afghanistan,Afghanistan,33.94,67.71,2020-09-09,24,2,333
Afghanistan,Afghanistan,33.94,67.71,2020-09-10,28,0,81
Afghanistan,Afghanistan,33.94,67.71,2020-09-11,34,0,25
Afghanistan,Afghanistan,33.94,67.71,2020-09-12,35,0,80
Afghanistan,Afghanistan,33.94,67.71,2020-09-13,75,0,404
Afghanistan,Afghanistan,33.94,67.71,2020-09-14,56,6,435
Afghanistan,Afghanistan,33.94,67.71,2020-09-15,43,1,25
Afghanistan,Afghanistan,33.94,67.71,2020-09-16,40,10,405
Afghanistan,Afghanistan,33.94,67.71,2020-09-17,17,0,2
Afghanistan,Afghanistan,33.94,67.71,2020-09-18,25,1,71
Afghanistan,Afghanistan,33.94,67.71,2020-09-19,22,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-20,125,4,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-21,30,3,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-22,22,1,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-23,49,1,34
Afghanistan,Afghanistan,33.94,67.71,2020-09-24,25,5,9
Afghanistan,Afghanistan,33.94,67.71,2020-09-25,16,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-26,6,2,16
Afghanistan,Afghanistan,33.94,67.71,2020-09-27,35,0,7
Afghanistan,Afghanistan,33.94,67.71,2020-09-28,12,3,0
Afghanistan,Afghanistan,33.94,67.71,2020-09-29,15,2,104
Afghanistan,Afghanistan,33.94,67.71,2020-09-30,14,0,43
Afghanistan,Afghanistan,33.94,67.71,2020-10-01,17,0,53
Afghanistan,Afghanistan,33.94,67.71,2020-10-02,5,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-10-03,7,4,0
Afghanistan,Afghanistan,33.94,67.71,2020-10-04,44,0,10
Afghanistan,Afghanistan,33.94,67.71,2020-10-05,81,4,27
Afghanistan,Afghanistan,33.94,67.71,2020-10-06,64,1,98
Afghanistan,Afghanistan,33.94,67.71,2020-10-07,62,2,68
Afghanistan,Afghanistan,33.94,67.71,2020-10-08,68,1,13
Afghanistan,Afghanistan,33.94,67.71,2020-10-09,77,2,0
Afghanistan,Afghanistan,33.94,67.71,2020-10-10,10,1,6
Afghanistan,Afghanistan,33.94,67.71,2020-10-11,96,4,50
Afghanistan,Afghanistan,33.94,67.71,2020-10-12,71,2,4
Afghanistan,Afghanistan,33.94,67.71,2020-10-13,58,1,190
Afghanistan,Afghanistan,33.94,67.71,2020-10-14,66,1,46
Afghanistan,Afghanistan,33.94,67.71,2020-10-15,32,0,93
Afghanistan,Afghanistan,33.94,67.71,2020-10-16,62,4,69
Afghanistan,Afghanistan,33.94,67.71,2020-10-17,53,3,45
Afghanistan,Afghanistan,33.94,67.71,2020-10-18,59,4,53
Afghanistan,Afghanistan,33.94,67.71,2020-10-19,87,5,146
Afghanistan,Afghanistan,33.94,67.71,2020-10-20,82,2,30
Afghanistan,Afghanistan,33.94,67.71,2020-10-21,141,2,34
Afghanistan,Afghanistan,33.94,67.71,2020-10-22,116,4,7
Afghanistan,Afghanistan,33.94,67.71,2020-10-23,61,2,179
Afghanistan,Afghanistan,33.94,67.71,2020-10-24,81,4,13
Afghanistan,Afghanistan,33.94,67.71,2020-10-25,65,3,106
Afghanistan,Afghanistan,33.94,67.71,2020-10-26,104,4,21
Afghanistan,Afghanistan,33.94,67.71,2020-10-27,95,5,67
Afghanistan,Afghanistan,33.94,67.71,2020-10-28,113,6,20
Afghanistan,Afghanistan,33.94,67.71,2020-10-29,123,3,2
Afghanistan,Afghanistan,33.94,67.71,2020-10-30,66,1,19
Afghanistan,Afghanistan,33.94,67.71,2020-10-31,91,3,63
Afghanistan,Afghanistan,33.94,67.71,2020-11-01,76,0,5
Afghanistan,Afghanistan,33.94,67.71,2020-11-02,132,6,16
Afghanistan,Afghanistan,33.94,67.71,2020-11-03,95,3,13
Afghanistan,Afghanistan,33.94,67.71,2020-11-04,86,4,7
Afghanistan,Afghanistan,33.94,67.71,2020-11-05,121,6,78
Afghanistan,Afghanistan,33.94,67.71,2020-11-06,40,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-11-07,58,2,6
Afghanistan,Afghanistan,33.94,67.71,2020-11-08,126,6,12
Afghanistan,Afghanistan,33.94,67.71,2020-11-09,138,12,263
Afghanistan,Afghanistan,33.94,67.71,2020-11-10,166,3,233
Afghanistan,Afghanistan,33.94,67.71,2020-11-11,146,4,13
Afghanistan,Afghanistan,33.94,67.71,2020-11-12,186,10,57
Afghanistan,Afghanistan,33.94,67.71,2020-11-13,174,4,12
Afghanistan,Afghanistan,33.94,67.71,2020-11-14,66,10,31
Afghanistan,Afghanistan,33.94,67.71,2020-11-15,205,12,25
Afghanistan,Afghanistan,33.94,67.71,2020-11-16,228,15,45
Afghanistan,Afghanistan,33.94,67.71,2020-11-17,213,6,23
Afghanistan,Afghanistan,33.94,67.71,2020-11-18,243,7,135
Afghanistan,Afghanistan,33.94,67.71,2020-11-19,253,5,55
Afghanistan,Afghanistan,33.94,67.71,2020-11-20,186,13,20
Afghanistan,Afghanistan,33.94,67.71,2020-11-21,140,12,52
Afghanistan,Afghanistan,33.94,67.71,2020-11-22,203,12,512
Afghanistan,Afghanistan,33.94,67.71,2020-11-23,282,12,42
Afghanistan,Afghanistan,33.94,67.71,2020-11-24,186,13,146
Afghanistan,Afghanistan,33.94,67.71,2020-11-25,210,13,23
Afghanistan,Afghanistan,33.94,67.71,2020-11-26,216,9,87
Afghanistan,Afghanistan,33.94,67.71,2020-11-27,123,3,63
Afghanistan,Afghanistan,33.94,67.71,2020-11-28,121,12,414
Afghanistan,Afghanistan,33.94,67.71,2020-11-29,272,22,7
Afghanistan,Afghanistan,33.94,67.71,2020-11-30,158,21,115
Afghanistan,Afghanistan,33.94,67.71,2020-12-01,242,27,115
Afghanistan,Afghanistan,33.94,67.71,2020-12-02,202,19,272
Afghanistan,Afghanistan,33.94,67.71,2020-12-03,119,5,42
Afghanistan,Afghanistan,33.94,67.71,2020-12-04,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2020-12-05,235,18,133
Afghanistan,Afghanistan,33.94,67.71,2020-12-06,234,10,292
Afghanistan,Afghanistan,33.94,67.71,2020-12-07,210,26,194
Afghanistan,Afghanistan,33.94,67.71,2020-12-08,200,6,41
Afghanistan,Afghanistan,33.94,67.71,2020-12-09,135,13,112
Afghanistan,Afghanistan,33.94,67.71,2020-12-10,202,16,67
Afghanistan,Afghanistan,33.94,67.71,2020-12-11,63,10,42
Afghanistan,Afghanistan,33.94,67.71,2020-12-12,113,11,59
Afghanistan,Afghanistan,33.94,67.71,2020-12-13,298,9,50
Afghanistan,Afghanistan,33.94,67.71,2020-12-14,191,4,2
Afghanistan,Afghanistan,33.94,67.71,2020-12-15,234,26,84
Afghanistan,Afghanistan,33.94,67.71,2020-12-16,209,16,139
Afghanistan,Afghanistan,33.94,67.71,2020-12-17,217,14,30
Afghanistan,Afghanistan,33.94,67.71,2020-12-18,243,5,35
Afghanistan,Afghanistan,33.94,67.71,2020-12-19,60,17,73
Afghanistan,Afghanistan,33.94,67.71,2020-12-20,136,20,393
Afghanistan,Afghanistan,33.94,67.71,2020-12-21,196,15,502
Afghanistan,Afghanistan,33.94,67.71,2020-12-22,177,14,77
Afghanistan,Afghanistan,33.94,67.71,2020-12-23,243,21,107
Afghanistan,Afghanistan,33.94,67.71,2020-12-24,222,9,667
Afghanistan,Afghanistan,33.94,67.71,2020-12-25,155,13,85
Afghanistan,Afghanistan,33.94,67.71,2020-12-26,76,10,340
Afghanistan,Afghanistan,33.94,67.71,2020-12-27,153,11,312
Afghanistan,Afghanistan,33.94,67.71,2020-12-28,241,14,345
Afghanistan,Afghanistan,33.94,67.71,2020-12-29,70,5,102
Afghanistan,Afghanistan,33.94,67.71,2020-12-30,55,2,69
Afghanistan,Afghanistan,33.94,67.71,2020-12-31,121,10,115
Afghanistan,Afghanistan,33.94,67.71,2021-01-01,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2021-01-02,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2021-01-03,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2021-01-04,1485,46,803
Afghanistan,Afghanistan,33.94,67.71,2021-01-05,94,7,136
Afghanistan,Afghanistan,33.94,67.71,2021-01-06,0,0,0
Afghanistan,Afghanistan,33.94,67.71,2021-01-07,102,9,625
Afghanistan,Afghanistan,33.94,67.71,2021-01-08,125,4,149
Afghanistan,Afghanistan,33.94,67.71,2021-01-09,68,7,300
Afghanistan,Afghanistan,33.94,67.71,2021-01-10,89,13,208
Afghanistan,Afghanistan,33.94,67.71,2021-01-11,49,11,189
Afghanistan,Afghanistan,33.94,67.71,2021-01-12,46,13,471
Afghanistan,Afghanistan,33.94,67.71,2021-01-13,0,0,242
Afghanistan,Afghanistan,33.94,67.71,2021-01-14,191,13,448
Afghanistan,Afghanistan,33.94,67.71,2021-01-15,56,10,136
Afghanistan,Afghanistan,33.94,67.71,2021-01-16,107,12,31
Afghanistan,Afghanistan,33.94,67.71,2021-01-17,46,3,403
Afghanistan,Afghanistan,33.94,67.71,2021-01-18,78,4,491
Afghanistan,Afghanistan,33.94,67.71,2021-01-19,79,3,195
Afghanistan,Afghanistan,33.94,67.71,2021-01-20,137,8,205
Afghanistan,Afghanistan,33.94,67.71,2021-01-21,125,9,128
Afghanistan,Afghanistan,33.94,67.71,2021-01-22,80,7,25
Afghanistan,Afghanistan,33.94,67.71,2021-01-23,76,3,31
Afghanistan,Afghanistan,33.94,67.71,2021-01-24,36,5,355
Afghanistan,Afghanistan,33.94,67.71,2021-01-25,77,7,67
Afghanistan,Afghanistan,33.94,67.71,2021-01-26,78,4,94
Afghanistan,Afghanistan,33.94,67.71,2021-01-27,104,0,90
Afghanistan,Afghanistan,33.94,67.71,2021-01-28,37,8,34
Afghanistan,Afghanistan,33.94,67.71,2021-01-29,48,2,23
Afghanistan,Afghanistan,33.94,67.71,2021-01-30,69,1,3
Afghanistan,Afghanistan,33.94,67.71,2021-01-31,15,0,70
Afghanistan,Afghanistan,33.94,67.71,2021-02-01,36,4,44
Afghanistan,Afghanistan,33.94,67.71,2021-02-02,62,1,75
Afghanistan,Afghanistan,33.94,67.71,2021-02-03,53,1,184
Afghanistan,Afghanistan,33.94,67.71,2021-02-04,57,1,13
Afghanistan,Afghanistan,33.94,67.71,2021-02-05,34,0,23
Afghanistan,Afghanistan,33.94,67.71,2021-02-06,65,1,9
Afghanistan,Afghanistan,33.94,67.71,2021-02-07,5,2,14
Afghanistan,Afghanistan,33.94,67.71,2021-02-08,24,3,1
Afghanistan,Afghanistan,33.94,67.71,2021-02-09,25,1,67
Afghanistan,Afghanistan,33.94,67.71,2021-02-10,18,4,24
Afghanistan,Afghanistan,33.94,67.71,2021-02-11,18,1,146
Afghanistan,Afghanistan,33.94,67.71,2021-02-12,25,5,111
Afghanistan,Afghanistan,33.94,67.71,2021-02-13,28,3,2
Afghanistan,Afghanistan,33.94,67.71,2021-02-14,19,0,3
Afghanistan,Afghanistan,33.94,67.71,2021-02-15,22,0,38
Afghanistan,Afghanistan,33.94,67.71,2021-02-16,4,1,81
Afghanistan,Afghanistan,33.94,67.71,2021-02-17,22,0,112
Afghanistan,Afghanistan,33.94,67.71,2021-02-18,17,2,172
Afghanistan,Afghanistan,33.94,67.71,2021-02-19,18,0,5
Afghanistan,Afghanistan,33.94,67.71,2021-02-20,5,0,17
Afghanistan,Afghanistan,33.94,67.71,2021-02-21,24,2,14
Afghanistan,Afghanistan,33.94,67.71,2021-02-22,13,1,61
